number,label,status,composite,computational_handle,counterexample_reachable,accessibility,depth_required,problem_type,attack_vector,rationale,statement
52,#52,open,52.0,3,2,4,1,universal,"Compute |A+A| and |AA| for structured sets (arithmetic progressions, geometric progressions, sparse random sets) up to |A|~1000 and plot max(|A+A|,|AA|)/|A|^alpha to probe the exponent","The sum-product problem is elementarily stated over integers and small cases are computable, but current best bounds (Shkredov, etc.) are far from the conjecture and no counterexample is plausible—this needs a deep new idea. Computational experiments can only confirm the conjecture holds but cannot resolve it.","Let $A$ be a finite set of integers. Is it true that for every $\epsilon > 0$ $$\max(|A + A|, |AA|) \gg_\epsilon |A|^{2-\epsilon}?$$"
126,#126,open,52.0,2,2,5,2,universal,needs proof - deprioritize,"The claim f(n)/log n → ∞ is false as stated for all n (e.g., n=2^k has f(n)=1 while log n grows), so the problem is trivially false or badly stated/garbled. If interpreted as lim sup or along some subsequence, it's a known result but the statement as written is either trivial or malformed.",Let $f(n)$ denote the number of distinct prime factors of $n$. Is it true that $f(n)/\log n \to \infty$?
374,#374,open,52.0,4,1,3,2,asymptotic,"For each n up to ~10^4, compute F(n) by searching over all subsets ending at n whose factorials multiply to a square (track prime parities); tabulate |D_k ∩ {1,...,n}| and fit growth rates.","The objects are elementary (factorials, perfect squares, finite sets of integers) and small cases are directly computable by tracking parity vectors of prime factorizations. However, proving the asymptotic order of growth likely requires analytic number theory, so computation gives evidence but not resolution.","For any $m \in \mathbb{N}$, let $F(m)$ be the minimal $k \geq 2$ (if it exists) such that there are $a_1 < \cdots < a_k = m$ with $a_1! \cdots a_k!$ a square. Let $D_k = \{m : F(m) = k\}$. What is the order of growth of $|D_k \cap \{1,\ldots,n\}|$ for $3 \leq k \leq 6$? For example, is it true that $|D_6 \cap \{1,\ldots,n\}| \gg n$?"
467,#467,open,52.0,4,1,3,2,existence,"For small x, computationally search for valid (A,B) decompositions and congruence class assignments; verify the covering condition for all n<x to build intuition about which decompositions work","The objects are elementary (primes, congruence classes, set partitions) making it accessible, and small cases are directly checkable by brute-force search over assignments. However it is an existence/construction problem requiring proof for all large x, so counterexample search doesn't apply and the depth needed involves covering system arguments or probabilistic methods.","Prove the following for all large $x$: there is a choice of congruence classes $a_p$ for all primes $p \leq x$ and a decomposition $\{p \leq x\} = A \sqcup B$ into two non-empty sets such that, for all $n < x$, there exist some $p \in A$ and $q \in B$ such that $n \equiv a_p \pmod{p}$ and $n \equiv a_q \pmod{q}$."
726,#726,open,52.0,4,1,3,2,asymptotic,Numerically compute the sum for large n (up to 10^7 or so) and compare against log log n / 2 to verify the asymptotic empirically.,"The objects are elementary (primes, modular arithmetic, sums) and the sum is directly computable for concrete n, making numerical verification feasible. However, proving the asymptotic likely requires analytic number theory (Mertens-type estimates) and is not trivial, though the structure resembles known results.","As $n \to \infty$ ranges over integers \[\sum_{p \le n} \mathbf{1}_{n \in (p/2,p) \pmod{p}} \frac{1}{p} \sim \frac{\log \log n}{2}.\]"
954,#954,open,52.0,4,1,3,2,asymptotic,"Compute the sequence a_k by the greedy rule for large k, then measure the error term |#{(i,j): a_i+a_j<=x} - x| and check growth rate against x^{1/4}","The sequence is constructively defined and computable, making numerical experiments on the error term feasible and informative. However, the asymptotic O(x^{1/4+o(1)}) claim requires analytic proof and no finite computation can settle it, so depth is substantial.","Let $0 = a_0 < a_1 < a_2 < \cdots$ be the sequence of integers defined by $a_0 = 0$ and $a_1 = 1$, and $a_{k+1}$ is the smallest integer $n$ for which the number of solutions to $a_i + a_j \le n$ (with $0 \le i \le j \le k$ and $j \ge 1$) is $< n$. Is the number of solutions to $a_i + a_j \le x$ equal to $x + O(x^{1/4+o(1)})$?"
1005,#1005,open,52.0,4,1,3,2,asymptotic,"Enumerate Farey sequences for moderate n (up to ~500), compute f(n) exactly, plot f(n)/n to estimate the constant c","Farey sequences are elementary and easily generated by code, making f(n) directly computable for moderate n to gather strong numerical evidence about the linear growth constant. The hard part is proving the asymptotic, which likely requires deep analytic number theory about Farey sequence statistics.","Let $\frac{a_1}{b_1}, \frac{a_2}{b_2}, \ldots$ be the Farey fractions of order $n \geq 4$. Let $f(n)$ be the largest integer such that if $1 \leq k < l \leq k + f(n)$ then $\frac{a_k}{b_k}$ and $\frac{a_l}{b_l}$ are similarly ordered - in other words, $(a_k - a_l)(b_k - b_l) \geq 0$. Estimate $f(n)$ - in particular, is there a constant $c > 0$ such that $f(n) = (c + o(1))n$ for all large $n$?"
1206,#1206,open,52.0,4,1,3,2,existence,"Computationally search for large Sidon sets within {1^3,...,N^3} for moderate N (say N up to 10000) to gather density evidence; compare growth rate to sqrt(N) baseline.","The objects (Sidon sets, cubes) are standard combinatorics/number theory, accessible at undergrad level. Computation can find large Sidon subsets of cube sets for moderate N, giving strong empirical evidence about the true density, though proving the result requires new analytic/additive-combinatorics ideas.","Does $\{1, 2^3, \ldots, N^3\}$ contain a Sidon set of size $\gg N$? Is there an infinite set $A \subset \mathbb{N}$ of positive density such that $\{a^3 : a \in A\}$ is a Sidon set?"
25,#25,open,51.0,3,2,3,2,universal,"Computationally test whether logarithmic density exists for carefully chosen sequences (e.g., Crittenden-Vanden Eynden type covering constructions) on truncated integer ranges","The problem involves covering congruences and logarithmic density, requiring standard but non-trivial analytic number theory (Davenport-Erdős type results). Finite experiments can probe density convergence but cannot definitively resolve existence of the limit, and known counterexamples to related problems suggest this likely needs a clever analytic construction.","Let $1 \le n_1 < n_2 < \cdots$ be an arbitrary sequence of integers, each with an associated residue class $a_i$ (mod $n_i$). Let $A$ be the set of integers $n$ such that for every $i$ either $n < n_i$ or $n \ne a_i$ (mod $n_i$). Must the logarithmic density of $A$ exist?"
40,#40,open,51.0,3,2,3,2,existence,"Computationally test sets A with |A∩[1,N]| ~ N^{1/2}/g(N) for small g(N) (e.g., log N) and check whether the convolution 1_A*1_A(n) is bounded or unbounded","The problem asks for the threshold function g(N) separating bounded from unbounded additive representation, related to Erdős–Turán conjecture territory. Experiments can probe boundary cases but the core difficulty is analytic/combinatorial and likely requires new ideas about additive structure near the N^{1/2} threshold.","For what functions $g(N) \to \infty$ is it true that \[|A \cap \{1,\ldots,N\}| \gg \frac{N^{1/2}}{g(N)}\] implies $\limsup 1_A * 1_A(n) = \infty$?"
50,#50,open,51.0,3,2,3,2,universal,"Numerically approximate f(c) by computing phi(n)/n for n up to 10^7, histogram the ratios to estimate f(c), then numerically differentiate to check if f'(x)>0 anywhere","f(c) is a singular function (like Cantor's), so the claim is that f' exists and equals 0 a.e. (i.e., f is purely singular). Computational experiments can approximate f and visually confirm flatness almost everywhere, but proving f has no interval of increase requires analytic depth about the distribution of phi(n)/n.","Schoenberg proved that for every $c \in [0,1]$ the density of $\{n \in \mathbb{N} : \phi(n) < cn\}$ exists. Let this density be denoted by $f(c)$. Is it true that there are no $x$ such that $f'(x)$ exists and is positive?"
124,#124,open,51.0,3,2,3,2,universal,"Fix small cases like d1=3,d2=4 (1/2+1/3>=1), enumerate P(d,k) sets up to some bound, and check whether all integers up to N are representable as 0-1 combinations","The objects (base-d representations, subset sums) are accessible but the condition on d_i and the two-part question involve subtle density/covering arguments reminiscent of Zeckendorf/Ostrowski theory. Computational experiments can verify representability for specific small parameter choices but cannot easily resolve the general claim.","For any $d \geq 1$ and $k \geq 0$ let $P(d, k)$ be the set of integers which are the sum of distinct powers $d^i$ with $i \geq k$. Let $3 \leq d_1 < d_2 < \cdots < d_r$ be integers such that \[\sum_{1 \leq i \leq r} \frac{1}{d_r - 1} \geq 1.\] Can all sufficiently large integers be written as a sum of the shape $\sum_i c_i a_i$ where $c_i \in \{0,1\}$ and $a_i \in P(d_i, 0)$? If we further have $\gcd(d_1, \ldots, d_r) = 1$ then, for any $k \geq 1$, can all sufficiently large integers be written as a sum of the shape $\sum_i c_i a_i$ where $c_i \in \{0,1\}$ and $a_i \in P(d_i, k)$?"
338,#338,open,51.0,3,2,3,2,other,needs proof - deprioritize,"The problem as stated is loosely/multiply posed (several sub-questions, unclear definitions mixing 'distinct summands' with basis order), making it hard to formalize precisely for computation. Even the well-posed parts about additive bases are notoriously hard to attack computationally beyond small illustrative examples.",Let $A$ be an additive basis of order $t$ for the integers. What is the maximum order of a subset $B \subseteq A$ such that every integer is the sum of at most $t$ distinct summands from $A$. What are necessary and sufficient conditions that this exists? Can it be bounded (when it exists) in terms of the order of the basis? What are necessary and sufficient conditions that this is equal to the order of the basis?
346,#346,open,51.0,3,2,3,2,universal,Enumerate sequences satisfying the two completeness conditions with geometric-ish growth; check whether ratio converges to golden ratio in small examples,"The problem is statable with undergraduate-level concepts (complete sequences, ratios) but the joint conditions on completeness are subtle to verify computationally beyond small cases. The golden ratio conclusion and the interplay of the two completeness conditions suggest deep structure unlikely to yield to search or standard techniques.",Let $A = \{1 \leq a_1 < a_2 < \cdots\}$ be a set of integers such that • $A \setminus B$ is complete for any finite subset $B$ and • $A \setminus B$ is not complete for any infinite subset $B$. (Here 'complete' means all sufficiently large integers can be written as a sum of distinct members of the sequence.) Is it true that if $a_{n+1}/a_n \geq 1 + \epsilon$ for some $\epsilon > 0$ and all $n$ then $$\lim_{n \to \infty} \frac{a_{n+1}}{a_n} = \frac{1 + \sqrt{5}}{2}?$$
